-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2016|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2016||||||||||||
||Januari|201601|Mei|201605|September|201609|||||||
||Februari|201602|Juni|201606|Oktober|201610|||||||
||Maart|201603|Juli|201607|November|201611|||||||
||April|201604|Augustus|201608|December|201612|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201601----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Tong|238805|2612594,589999997|59154|619814,8499999997|177454|1962146,139999997|2197|30633,599999999995|
Tarbot|18697|169480,15000000005|9249|79750,40000000002|9442|89689,08000000002|6|40,67|
Griet|8364|66062,42999999995|3745|28890,450000000015|4615|37146,04|4|25,94|
Tongschar|33086|140772,24000000005|7421|25208,48|25665|115563,76|-|-|
Schartong|28613|32754,740000000013|9746|11654,190000000002|18867|21100,549999999992|-|-|
Heilbot|173|2008,2100000000005|68|768,9|105|1239,31|-|-|
Hondstong|5816|12136,540000000005|2154|4383,680000000001|3662|7752,86|-|-|
Rog|86574|215035,06000000008|36130|87212,49000000002|50444|127822,57|-|-|
Rode poon|13532|17433,560000000005|2952|3750,2600000000007|10579|13683,19|1|0,11|
Grauwe poon|18006|6898,680000000001|927|399,21|17079|6499,470000000002|-|-|
Engelse poon|1943|836,2000000000003|781|302,87|1162|533,3299999999999|-|-|
Zeewolf|1373|5477,260000000001|25|97,78|1348|5379,4800000000005|-|-|
Zeeduivel|53946|522323,62000000017|10101|94658,11|43845|427665,51000000024|-|-|
Kongeraal|1895|3089,7000000000003|599|1073,8600000000001|1296|2015,8399999999997|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|6059|9484,910000000002|2014|2341,4599999999996|4045|7143,450000000002|-|-|
Zeebaars|386|5637,849999999999|220|3406,1699999999996|153|2094,7|13|136,98|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|45393|19258,23000000001|18332|7135,15|27061|12123,080000000004|-|-|
Zandhaai|814|229,22|737|200,29|60|24,68|17|4,25|
Andere soorten|8249|36504,06000000002|3631|15703,890000000003|4614|20776,609999999997|4|23,560000000000002|
|||||||||
Pelagische vis :|||||||||
Totaal|318|380,15000000000003|187|252,52999999999997|70|111,64|61|15,98|
Horsmakereel|211|164,78000000000003|143|143,5|7|5,300000000000001|61|15,98|
Haring|-|-|-|-|-|-|-|-|
Makreel|107|215,37|44|109,02999999999999|63|106,34|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|68781|276695,95|25610|164817,43|41852|97897,93999999999|1319|13980,579999999998|
Garnaal|8216|86580,23|6315|66270,76|763|6944|1138|13365,469999999998|
Langoestine geheel|6656|67149,78|5206|50605,06|1450|16544,719999999998|-|-|
Langoestine staartje|4382|33143,28|3016|21975,020000000004|1366|11168,260000000002|-|-|
Noordzeekrab|7159|10738,47|2023|3485,2|5136|7253,2699999999995|-|-|
Zeekreeft|151|1372,5399999999997|133|1213,16|18|159,38|-|-|
Andere schaaldieren|441|127,95999999999998|12|16,549999999999997|429|111,41|-|-|
Schelpen|8108|24139,479999999992|3006|10069,210000000003|5102|14070,269999999997|-|-|
Inktvis|30761|51371,73000000002|5517|10813,82|25063|39942,8|181|615,11|
Wulk|2907|2072,4799999999996|382|368,65|2525|1703,8299999999997|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201607----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1082852|4946068,900000001|346604|1543062,5099999993|724899|3312989,8299999977|11349|90016,56|
|||||||||
Bodemvissen :|||||||||
Totaal|998389|4528709,020000001|305577|1288684,7099999993|688468|3207641,739999998|4344|32382,57|
Schelvis|4397|8090,290000000003|1535|2307,4500000000007|2862|5782,839999999999|-|-|
Kabeljauw|30590|108802,18999999996|5269|20683,260000000002|25315|88094,71999999999|6|24,209999999999997|
Koolvis|513|732,54|11|17,3|502|715,24|-|-|
Wijting|8031|11333,3|4468|6216,049999999999|3561|5116,329999999998|2|0,92|
Pollak|1384|5597,329999999999|677|2629,9999999999995|707|2967,33|-|-|
Leng|1410|4351,189999999998|428|1155,5899999999997|982|3195,599999999999|-|-|
Heek|10368|17278,299999999992|2664|3465,7999999999993|7704|13812,500000000007|-|-|
Steenbolk|7653|3930,36|4005|1265,9699999999996|3648|2664,3900000000003|-|-|
Schol|369940|609908,2300000004|90581|141876,50999999995|278985|467639,1799999998|374|392,54|
Bot|12525|7476,000000000002|6977|4297,599999999999|4111|2571,5299999999997|1437|606,87|
Schar|12299|10236,240000000007|4722|3791,629999999999|7504|6373,05|73|71,56|
Tong|223126|2473799,1300000004|66359|676385,0699999995|154407|1766375,3499999996|2360|31038,71|
Tarbot|25137|236246,75999999986|10431|99178,57000000002|14689|136944,00999999995|17|124,17999999999998|
Griet|18537|124456,05999999997|7091|49457,21000000003|11445|74992,32000000004|1|6,53|
Tongschar|28069|110283,02000000002|7579|26729,659999999996|20490|83553,36|-|-|
Schartong|34253|47658,81999999999|11422|17223,56|22831|30435,26000000001|-|-|
Heilbot|69|775,5999999999999|4|42,31|65|733,2900000000001|-|-|
Hondstong|4195|9487,420000000002|3154|6907,119999999999|1041|2580,3|-|-|
Rog|73781|152054,2500000001|38133|73830,13999999991|35648|78224,11000000003|-|-|
Rode poon|14518|22217,449999999993|3814|5237,410000000001|10694|16978,110000000004|10|1,9300000000000002|
Grauwe poon|21537|8758,800000000003|1526|658,15|20011|8100,650000000001|-|-|
Engelse poon|1007|363,18000000000006|484|151,19999999999996|523|211,97999999999996|-|-|
Zeewolf|880|3278,77|-|-|880|3278,77|-|-|
Zeeduivel|53390|504512,2999999997|13849|123370,90999999995|39541|381141,38999999996|-|-|
Kongeraal|2141|3486,580000000001|542|725,56|1599|2761,02|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|3065|3240,7300000000005|1536|1009,4399999999998|1525|2223,8200000000006|4|7,47|
Zeebaars|318|4830,519999999999|211|3315,6800000000007|102|1447,0100000000002|5|67,83|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|28508|8753,739999999998|14275|3776,6900000000005|14233|4977,05|-|-|
Zandhaai|456|101,72999999999999|415|86,51|15|3|26|12,219999999999999|
Andere soorten|6292|26668,189999999988|3415|12892,360000000004|2848|13748,230000000005|29|27,600000000000005|
|||||||||
Pelagische vis :|||||||||
Totaal|379|125,91|256|40,510000000000005|38|70,25|85|15,15|
Horsmakereel|352|56,1|256|40,510000000000005|11|0,44|85|15,15|
Haring|-|-|-|-|-|-|-|-|
Makreel|27|69,81|-|-|27|69,81|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|84084|417233,97|40771|254337,29|36393|105277,83999999998|6920|57618,84|
Garnaal|22694|181665,36000000007|12018|94100,09999999998|3775|30006,17|6901|57559,09|
Langoestine geheel|14710|112837,18|12040|102945,73|2670|9891,45|-|-|
Langoestine staartje|4293|33377,85|2440|20446,480000000003|1853|12931,370000000003|-|-|
Noordzeekrab|11549|16156,199999999999|2584|4629,48|8965|11526,720000000001|-|-|
Zeekreeft|424|4213,88|248|2294,92|176|1918,9599999999998|-|-|
Andere schaaldieren|281|131,41|75|14,79|206|116,62|-|-|
Schelpen|6883|20347,82|2848|9968,82|4035|10378,999999999998|-|-|
Inktvis|21108|46713,379999999976|7379|18962,85|13710|27690,77999999999|19|59,75|
Wulk|2142|1790,8900000000003|1139|974,12|1003|816,77|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201608----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1295256|5191605,810000001|321233|1437774,05|954573|3642367,6499999994|19450|111464,11|
|||||||||
Bodemvissen :|||||||||
Totaal|1141882|4477954,430000002|235348|973342,8800000002|904204|3492750,4099999997|2330|11861,140000000007|
Schelvis|3335|8981,089999999998|104|388,15999999999997|3231|8592,93|-|-|
Kabeljauw|74168|256491,93999999994|3210|15057,700000000004|70955|241427,91999999993|3|6,32|
Koolvis|860|1322,6100000000001|11|21,76|849|1300,85|-|-|
Wijting|9530|16593,400000000005|4435|8018,950000000001|5092|8571,629999999997|3|2,8200000000000003|
Pollak|3106|13318,430000000006|449|2147,47|2657|11170,960000000003|-|-|
Leng|2515|7357,679999999998|171|549,5500000000001|2344|6808,130000000001|-|-|
Heek|16443|33306,11|1700|3009,0699999999993|14743|30297,039999999986|-|-|
Steenbolk|4100|3357,9600000000005|3018|1700,3200000000002|1082|1657,6399999999999|-|-|
Schol|497689|821430,7000000012|82738|132599,63999999993|414611|688356,4500000001|340|474,60999999999996|
Bot|15030|9334,34|10788|6444,419999999999|3179|2345,89|1063|544,0300000000001|
Schar|14548|11033,150000000003|5242|3747,5999999999995|9289|7271,68|17|13,87|
Tong|125060|1701893,3599999992|37050|458825,8100000002|87229|1232483,9899999995|781|10583,560000000005|
Tarbot|39685|387058,28999999986|13208|124624,54999999996|26446|262264,4700000001|31|169,27|
Griet|27539|187356,38000000003|7104|46032,26000000002|20433|141305,91999999998|2|18,2|
Tongschar|55279|214606,71000000014|3955|14037,680000000004|51324|200569,02999999997|-|-|
Schartong|39323|62816,049999999974|5198|7770,35|34125|55045,7|-|-|
Heilbot|72|883,39|17|166,64|55|716,7500000000001|-|-|
Hondstong|3812|7262,21|1229|2977,51|2583|4284,699999999999|-|-|
Rog|108615|217267,2899999999|32153|56485,47999999998|76462|160781,81000000008|-|-|
Rode poon|16440|23356,32999999999|4882|7316,119999999999|11555|16039,839999999997|3|0,37|
Grauwe poon|3882|1627,1999999999998|-|-|3882|1627,1999999999998|-|-|
Engelse poon|1205|616,8599999999999|631|320,68|574|296,18|-|-|
Zeewolf|3150|10990,86|-|-|3150|10990,86|-|-|
Zeeduivel|40149|407711,62000000017|5711|55662,44|34438|352049,1800000002|-|-|
Kongeraal|1547|2708,59|254|376,78999999999996|1293|2331,799999999999|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|903|1507,8699999999994|295|306,22999999999996|608|1201,6400000000003|-|-|
Zeebaars|686|9279,790000000003|461|6050,330000000002|225|3229,4599999999996|-|-|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|23761|20108,479999999996|8243|6554,31|15518|13554,170000000002|-|-|
Zandhaai|899|519,76|853|507,28|-|-|46|12,48|
Andere soorten|8551|37855,98|2238|11643,78|6272|26176,590000000004|41|35,61|
|||||||||
Pelagische vis :|||||||||
Totaal|30|26,050000000000004|-|-|1|0,46|29|25,590000000000003|
Horsmakereel|24|14,950000000000001|-|-|-|-|24|14,950000000000001|
Haring|-|-|-|-|-|-|-|-|
Makreel|6|11,100000000000001|-|-|1|0,46|5|10,64|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|153344|713625,33|85885|464431,1699999998|50368|149616,78|17091|99577,37999999999|
Garnaal|74731|441814,2899999999|51214|293347,3699999999|6449|48970,5|17068|99496,41999999998|
Langoestine geheel|17818|124056,31000000001|12532|93879,55|5286|30176,76|-|-|
Langoestine staartje|5066|40292,43|2830|22895,19|2236|17397,239999999998|-|-|
Noordzeekrab|24872|22542,309999999998|2807|4286|22065|18256,309999999994|-|-|
Zeekreeft|218|2732,6899999999996|96|848,27|122|1884,42|-|-|
Andere schaaldieren|55|21,23|55|21,23|-|-|-|-|
Schelpen|8706|25072,23|4063|13066,860000000002|4643|12005,37|-|-|
Inktvis|20496|55814,75999999999|11538|35389,469999999994|8935|20344,33|23|80,96000000000001|
Wulk|1382|1279,0800000000002|750|697,23|632|581,85|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201609----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1100489|4337067,33|369049|1556817,9299999997|704965|2620519,279999999|26475|159730,11999999997|
|||||||||
Bodemvissen :|||||||||
Totaal|894503|3350430,27|233098|851053,52|654968|2448710,769999999|6437|50665,97999999998|
Schelvis|1331|3777,810000000001|37|69,25|1294|3708,560000000001|-|-|
Kabeljauw|37983|116667,69999999995|560|2156,62|37396|114432,66|27|78,42|
Koolvis|576|1043,6100000000001|-|-|576|1043,61|-|-|
Wijting|4223|6981,950000000001|2111|3142,2499999999995|2097|3823,610000000001|15|16,09|
Pollak|1238|4814,349999999999|-|-|1238|4814,349999999999|-|-|
Leng|1015|3073,4400000000005|11|27,729999999999997|1004|3045,7099999999996|-|-|
Heek|4750|12241,439999999999|762|1401,2399999999996|3988|10840,2|-|-|
Steenbolk|4710|4335,359999999999|1163|1555,13|3547|2780,23|-|-|
Schol|427483|742253,1500000001|108673|182134,03999999998|318145|559277,0299999998|665|842,0799999999999|
Bot|20124|15989,160000000005|12502|10433,300000000001|5833|4678,500000000001|1789|877,3600000000002|
Schar|18665|16814,4|4633|4178,850000000001|13905|12489,390000000001|127|146,16|
Tong|94467|1167535,4100000001|26560|313260,60000000003|64300|805960,9099999999|3607|48313,89999999998|
Tarbot|45569|387102,8400000002|17615|150142,3|27926|236775,8400000001|28|184,70000000000005|
Griet|24065|154714,29|9287|57464,900000000016|14778|97249,38999999997|-|-|
Tongschar|30315|140412,67000000004|2159|9156,509999999998|28156|131256,16|-|-|
Schartong|13900|37026,07|-|-|13900|37026,07000000001|-|-|
Heilbot|30|340,84999999999997|13|132,20000000000002|17|208,65000000000003|-|-|
Hondstong|1514|3193,270000000001|530|1097,1699999999996|984|2096,1000000000004|-|-|
Rog|50796|143177,98000000004|10036|29498,06|40760|113679,92000000003|-|-|
Rode poon|49254|71134,41999999998|20730|33269,58000000001|28520|37862,87999999999|4|1,96|
Grauwe poon|3611|1282,5300000000004|587|229,28000000000003|3024|1053,25|-|-|
Engelse poon|4183|2513,81|874|424,23|3309|2089,5800000000004|-|-|
Zeewolf|1636|6124,1900000000005|3|11,91|1633|6112,280000000001|-|-|
Zeeduivel|17505|193660,15999999995|516|4110|16989|189550,16|-|-|
Kongeraal|671|1397,86|93|222,33|578|1175,5300000000002|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|7420|54152,06000000001|4159|29235,33|3261|24916,73|-|-|
Zeebaars|550|6608,38|173|2329,97|369|4138,869999999999|8|139,54|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|20758|19815,339999999993|7580|7913,77|13178|11901,569999999998|-|-|
Zandhaai|575|331,34|324|218,64|129|84,98|122|27,72|
Andere soorten|5586|31914,429999999993|1407|7238,330000000001|4134|24638,050000000007|45|38,05|
|||||||||
Pelagische vis :|||||||||
Totaal|7203|6788,169999999999|1948|1761,7000000000003|5223|4928,65|32|97,82000000000001|
Horsmakereel|3552|1338,6000000000001|1364|424,94000000000005|2188|913,66|-|-|
Haring|2|1,32|-|-|-|-|2|1,32|
Makreel|3640|5416,929999999999|584|1336,7600000000002|3026|3983,67|30|96,50000000000001|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|9|31,32|-|-|9|31,32|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|198783|979848,8899999998|134003|704002,7099999998|44774|166879,86|20006|108966,31999999999|
Garnaal|127963|704197,1999999998|101828|551529,79|6140|43755,38|19995|108912,03|
Langoestine geheel|12112|86348,67999999998|8945|64782,73999999998|3167|21565,94|-|-|
Langoestine staartje|3774|31039,180000000008|2775|21464,960000000006|999|9574,22|-|-|
Noordzeekrab|15229|16114,430000000002|3610|4445,3|11619|11669,129999999997|-|-|
Zeekreeft|265|2869,4|89|874,8699999999999|176|1994,5300000000002|-|-|
Andere schaaldieren|117|60,81999999999999|13|26,58|104|34,24|-|-|
Schelpen|6713|25691,16000000001|2765|11372,34|3948|14318,819999999998|-|-|
Inktvis|31912|112193,38999999996|13755|48799,29999999998|18146|63339,8|11|54,28999999999999|
Wulk|698|1334,63|223|706,8299999999999|475|627,8|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201610----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1233175|5153876,41|511161|2211050,3600000003|672280|2684191,0700000008|49734|258634,97999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|980385|3760302,0599999996|357978|1258818,7200000002|605262|2425481,940000001|17145|76001,39999999998|
Schelvis|1670|4404,700000000001|360|822,03|1310|3582,6700000000005|-|-|
Kabeljauw|19819|71172,40999999997|1677|6192,7800000000025|17686|63570,38000000001|456|1409,2500000000002|
Koolvis|273|382,86|6|12,6|267|370,26|-|-|
Wijting|6568|9546,140000000007|2592|3955,4300000000017|3411|5069,700000000001|565|521,0100000000001|
Pollak|1156|4775,010000000002|37|152,48000000000002|1118|4620,260000000001|1|2,27|
Leng|730|2272,3100000000004|224|725,5600000000001|506|1546,7500000000005|-|-|
Heek|1040|3383,94|402|1139,3400000000001|638|2244,6|-|-|
Steenbolk|6703|7929,58|2682|3694,01|3555|3732,96|466|502,61|
Schol|470677|912262,8200000002|177858|342059,51999999996|288026|559956,8700000003|4793|10246,429999999998|
Bot|7151|7001,429999999999|4721|4747,119999999999|1669|1711,8300000000002|761|542,48|
Schar|15996|17378,569999999992|7623|8391,06|7707|8139,089999999999|666|848,4199999999998|
Tong|111946|1267366|30180|336695,2699999999|77609|883981,5100000004|4157|46689,219999999994|
Tarbot|59948|471468,39999999997|25147|190262,57000000012|33993|275765,45|808|5440,379999999999|
Griet|29090|177071,68000000002|12384|72044,78|16408|103201,82999999999|298|1825,0699999999997|
Tongschar|18989|103114,72000000003|4594|24179,019999999993|14268|78161,64000000001|127|774,0600000000001|
Schartong|22384|89827,28|7998|29416,27|14386|60411,01|-|-|
Heilbot|56|678,03|5|57|51|621,03|-|-|
Hondstong|4038|9349,21|927|1891,9|3111|7457,31|-|-|
Rog|54709|145390,43|18988|51196,530000000006|35682|94089,56999999996|39|104,33|
Rode poon|64574|82741,28999999998|29441|38988,87|33312|42377,780000000006|1821|1374,64|
Grauwe poon|2032|880,38|370|233,58999999999997|1662|646,7900000000001|-|-|
Engelse poon|6112|3715,9799999999996|3732|2133,3599999999997|2084|1350,9299999999996|296|231,68999999999997|
Zeewolf|640|2533,2000000000003|1|3,95|639|2529,2500000000005|-|-|
Zeeduivel|17247|200154,88999999984|5812|66544,21000000002|11435|133610,68|-|-|
Kongeraal|1218|2707,34|263|568,26|955|2139,08|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|12570|76959,91999999998|6549|41307,61999999999|5988|35547,52|33|104,77999999999999|
Zeebaars|724|8909,849999999999|136|1676,78|531|6399,709999999999|57|833,3599999999999|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|30124|21272,929999999993|8072|5353,099999999999|21359|15397,439999999999|693|522,39|
Zandhaai|922|447,11|98|47,93000000000001|312|175,43|512|223,75|
Andere soorten|11279|55203,65000000003|5099|24325,77999999999|5584|27072,609999999997|596|3805,2600000000007|
|||||||||
Pelagische vis :|||||||||
Totaal|8092|8834,400000000001|4524|4623,92|3530|4144,92|38|65,56|
Horsmakereel|3642|1298,9499999999998|2663|825,9599999999999|979|472,99|-|-|
Haring|37|61,650000000000006|2|5,36|-|-|35|56,290000000000006|
Makreel|4041|6730,860000000001|1490|3059,65|2548|3661,94|3|9,27|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|372|742,94|369|732,95|3|9,99|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|244698|1384739,9500000007|148659|947607,7200000001|63488|254564,21|32551|182568,02|
Garnaal|120858|899420,6600000001|99730|739495,97|6070|44994,979999999996|15058|114929,71|
Langoestine geheel|8686|66200,38|3589|27371,899999999998|5097|38828,479999999996|-|-|
Langoestine staartje|1397|15830,79|648|6998,499999999999|749|8832,289999999999|-|-|
Noordzeekrab|17527|21301,150000000016|3496|6564,62|13993|14637,470000000001|38|99,05999999999999|
Zeekreeft|396|4100,93|110|1226,4200000000003|286|2874,5099999999998|-|-|
Andere schaaldieren|756|347,64000000000004|123|115,05999999999999|588|168,3|45|64,28|
Schelpen|11956|51379,99000000002|4028|16487,240000000005|4645|22127,89|3283|12764,86|
Inktvis|80351|323738,3100000002|36029|148574,25000000003|30438|120650,72|13884|54513,34|
Wulk|2771|2420,1|906|773,7600000000001|1622|1449,5699999999997|243|196,77|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
* Algemene Directie Statistiek - Statistics Belgium op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201611----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2016|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1199384|5146477,339999998|290153|1388366,8399999999|880291|3613562,420000001|28940|144548,07999999996|
|||||||||
Bodemvissen :|||||||||
Totaal|1022337|4189832,209999999|222283|880122,2199999999|783867|3242997,950000001|16187|66712,03999999998|
Schelvis|2530|5544,450000000001|133|231,65|2397|5312,8|-|-|
Kabeljauw|21074|65551,90999999999|1002|3601,939999999999|19559|60443,18999999999|513|1506,7799999999997|
Koolvis|268|542,59|18|21,24|250|521,35|-|-|
Wijting|13744|18982,929999999997|4136|5211,41|9062|13321,689999999995|546|449,83|
Pollak|714|3135,6699999999996|150|704,48|563|2428,6499999999996|1|2,54|
Leng|1335|3979,6500000000005|62|157,97|1273|3821,6800000000007|-|-|
Heek|624|1574,9999999999993|102|215,57000000000002|522|1359,4299999999998|-|-|
Steenbolk|10891|8945,6|1109|881,8299999999999|9282|7539,889999999999|500|523,88|
Schol|345612|655473,14|85975|160587,40999999995|255567|487280,2100000003|4070|7605,52|
Bot|2884|3107,959999999999|1547|1679,2499999999998|1065|1208,35|272|220,35999999999999|
Schar|10245|11936,01|4264|4805,5599999999995|5518|6511,400000000002|463|619,0500000000002|
Tong|142634|1636170,129999998|31408|351050,1799999998|108180|1250000,4100000001|3046|35119,539999999986|
Tarbot|40412|355326,76000000007|11579|96728,76000000001|28005|253252,72000000018|828|5345,28|
Griet|27790|191523,75000000006|6439|42040,44000000001|20621|145288,57000000004|730|4194,739999999999|
Tongschar|24150|123283,52999999997|3135|14489,230000000003|20840|107796,30999999997|175|997,99|
Schartong|43954|165825,79|6528|24688,73|37426|141137,05999999997|-|-|
Heilbot|27|338,74|-|-|27|338,74|-|-|
Hondstong|4925|11096,25|2513|5502,139999999999|2412|5594,11|-|-|
Rog|98921|265863,9200000002|18481|46974,100000000006|80339|218612,55999999988|101|277,26|
Rode poon|126940|132914,68999999997|22802|23738,72999999999|101342|106783,43000000002|2796|2392,5299999999997|
Grauwe poon|1292|486,2000000000001|20|6,2|1272|480|-|-|
Engelse poon|8275|5331,42|1230|666,65|6834|4545,759999999998|211|119,00999999999999|
Zeewolf|521|2211,0600000000004|-|-|521|2211,0600000000004|-|-|
Zeeduivel|29268|327209,13000000006|6287|62229,189999999995|22946|264633,06|35|346,88|
Kongeraal|1859|3188,5299999999993|333|638,0600000000001|1526|2550,4700000000007|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8363|47009,990000000005|1183|6334,66|7159|40617,229999999996|21|58,1|
Zeebaars|2265|25200,99999999999|839|8758,019999999997|1153|13156,299999999996|273|3286,6800000000007|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|31328|26115,470000000005|8328|6146,5599999999995|22029|19103,160000000003|971|865,75|
Zandhaai|403|179,71|-|-|212|136,35000000000002|191|43,36|
Andere soorten|19089|91781,23000000001|2680|12032,260000000004|15965|77012,01000000001|444|2736,9599999999996|
|||||||||
Pelagische vis :|||||||||
Totaal|9070|15030,139999999998|2339|1889,19|6570|12869,230000000001|161|271,71999999999997|
Horsmakereel|1575|1096,4699999999998|143|236,91|1432|859,56|-|-|
Haring|3152|3263,3699999999994|2140|1444|851|1547,65|161|271,71999999999997|
Makreel|4243|10457,699999999999|56|208,28|4187|10249,42|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|100|212,6|-|-|100|212,6|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|167977|941614,9899999998|65531|506355,43|89854|357695,24|12592|77564,31999999999|
Garnaal|49400|460546,02999999997|42288|392356,36999999994|1864|18041,7|5248|50147,95999999999|
Langoestine geheel|3935|30212,29|3935|30212,29|-|-|-|-|
Langoestine staartje|870|8869,89|714|7238,709999999999|156|1631,1799999999998|-|-|
