-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2022|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2022||||||||||||
||Januari|202201|Mei|202205|September|202209|||||||
||Februari|202202|Juni|202206|Oktober|202210|||||||
||Maart|202203|Juli|202207|November|202211|||||||
||April|202204|Augustus|202208|December|202212|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------202201----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
-----------202202----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Februari 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|946538|5173370,110000002|343396|1841080,9499999993|597647|3302446,0100000007|5495|29843,15|
|||||||||
Bodemvissen :|||||||||
Totaal|637654|3999234,0100000016|227408|1393477,2299999993|406403|2586563,99|3843|19192,790000000005|
Schelvis|9162|17717,860000000008|2897|5824,269999999999|6265|11893,590000000002|-|-|
Kabeljauw|2010|8473,11|860|3296,81|1148|5168,24|2|8,06|
Koolvis|41|68,84|4|5,64|37|63,199999999999996|-|-|
Wijting|14785|18970,389999999992|5779|7031,09|8843|11790,589999999993|163|148,71|
Pollak|704|3774,1000000000004|229|1240,56|475|2533,54|-|-|
Leng|665|2004,36|139|362,09000000000003|526|1642,2699999999998|-|-|
Heek|1519|3857,2100000000005|465|936,9000000000001|1054|2920,3099999999995|-|-|
Steenbolk|41557|25174,18|13222|8823,340000000002|28270|16256,710000000001|65|94,13|
Schol|60114|165984,87000000002|23431|65841,06|36163|98942,96999999996|520|1200,84|
Bot|4029|2818,140000000001|2083|1533,1399999999999|1328|844,3199999999999|618|440,68|
Schar|9948|11207,079999999993|2694|3035,230000000001|6874|7779,43|380|392,42|
Tong|148985|2346955,6100000013|50066|787954,4199999991|98185|1546476,7900000005|734|12524,400000000003|
Tarbot|8185|192098,7100000001|3071|70440,31000000001|5057|120450,51999999999|57|1207,8799999999999|
Griet|11786|175022,0900000001|4499|69143,38999999996|7227|104901,15|60|977,55|
Tongschar|20507|124831,92999999998|7613|47898,21000000001|12869|76738,67999999998|25|195,04|
Schartong|17993|42129,280000000006|4373|9708,77|13620|32420,510000000002|-|-|
Heilbot|-|-|-|-|-|-|-|-|
Hondstong|2225|3972,609999999999|489|820,7|1736|3151,9100000000008|-|-|
Rog|65934|237502,26999999996|24377|88911,60000000003|41446|148212,55000000005|111|378,12|
Rode poon|62327|81628,21999999999|21626|30271,580000000024|40191|50854,579999999994|510|502,06|
Grauwe poon|515|103,09|85|17|430|86,09|-|-|
Engelse poon|62500|50012,77|21598|17443,489999999998|40824|32525,54|78|43,74|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|31702|351483,7500000002|9938|110437,88000000002|21728|240523,30000000005|36|522,57|
Kongeraal|3809|5654,179999999999|1478|2339,66|2331|3314,5199999999995|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|5971|33107,689999999995|2184|12849,419999999998|3780|20189,530000000002|7|68,74|
Zeebaars|1166|12141,109999999999|526|6504,080000000002|639|5628,64|1|8,39|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|39828|22594,010000000017|18961|10857,25|20423|11443,870000000003|444|292,89|
Zandhaai|122|104,98|98|98,98|24|6|-|-|
Andere soorten|9565|59841,57|4623|29850,360000000008|4910|29804,64|32|186,57|
|||||||||
Pelagische vis :|||||||||
Totaal|2260|4121,83|1491|2903,0000000000005|587|883,22|182|335,61|
Horsmakreel|405|332,12999999999994|358|269,46|47|62,67|-|-|
Haring|673|980,98|151|249,02|485|653,2|37|78,75999999999999|
Makreel|1014|2514,61|959|2347,26|55|167,35|-|-|
Sprot|168|294,11|23|37,26|-|-|145|256,85|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|306624|1170014,2700000005|114497|444700,7199999999|190657|714998,8000000003|1470|10314,749999999998|
Garnaal|1831|17315,03|1269|10187,17|-|-|562|7127,86|
Langoestine|-|-|-|-|-|-|-|-|
Noordzeekrab|1366|13427,109999999999|491|5354,130000000001|871|8053,540000000001|4|19,44|
Zeekreeft|176|3378,87|96|2146,4900000000002|80|1232,38|-|-|
Andere schaaldieren|1459|2107,42|411|621,5999999999999|1041|1467,9600000000005|7|17,86|
Schelpen|76464|208831,83000000005|34425|100469,65999999997|41621|107106,62999999996|418|1255,54|
Inktvis|218764|921703,5300000004|75204|324747,67999999993|143196|595329,0300000003|364|1626,82|
Wulk|6564|3250,4800000000005|2601|1173,9899999999998|3848|1809,2600000000002|115|267,23|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202203----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Maart 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1045698|6670234,650000006|522840|3194591,2899999996|485766|3310014,829999999|37092|165628,53|
|||||||||
Bodemvissen :|||||||||
Totaal|745771|5417385,010000006|369873|2552802,4999999995|345452|2723831,7499999995|30446|140750,75999999998|
Schelvis|7478|12862,25|3188|5974,760000000001|4290|6887,490000000001|-|-|
Kabeljauw|1341|5960,2|914|4294,479999999999|390|1515,5400000000002|37|150,18|
Koolvis|14|23,44|2|2,46|12|20,98|-|-|
Wijting|24547|26079,280000000006|15919|15992,02|7689|9263,700000000003|939|823,5600000000001|
Pollak|2025|10324,500000000002|802|3992,86|1223|6331,64|-|-|
Leng|1467|3759,8000000000006|471|1442,9799999999998|996|2316,82|-|-|
Heek|2749|7389,669999999999|1183|3717,5800000000004|1566|3672,0899999999992|-|-|
Steenbolk|39722|29185,840000000007|19492|12337,829999999998|19289|15801,520000000002|941|1046,49|
Schol|38725|112876,4100000001|23865|69570,06999999999|11936|36330,829999999994|2924|6975,51|
Bot|22740|17770,9|12119|9622,33|3026|2186,7|7595|5961,870000000002|
Schar|17341|16476,17|8616|8207,33|7823|7421,620000000002|902|847,2200000000001|
Tong|239377|3831083,010000005|110621|1747056,9299999992|123012|1996991,6499999992|5744|87034,43000000004|
Tarbot|8093|147868,9199999999|4500|83383,71000000005|3103|55261,83|490|9223,379999999996|
Griet|14769|190164,33000000007|7288|94587,53999999995|6946|87857,61999999995|535|7719,170000000001|
Tongschar|22076|112790,24000000002|10556|57352,920000000006|11333|53918,87|187|1518,4499999999998|
Schartong|11183|23873,019999999997|4605|8268,01|6578|15605,009999999998|-|-|
Heilbot|-|-|-|-|-|-|-|-|
Hondstong|5925|8986,029999999999|3313|5145,21|2612|3840,8199999999997|-|-|
Rog|42413|196542,16999999978|18080|92201,99000000006|23137|98817,12|1196|5523,06|
Rode poon|64654|92758,13000000003|27648|44054,15999999997|34238|44938,299999999996|2768|3765,6699999999996|
Grauwe poon|101|20,200000000000003|45|9|56|11,2|-|-|
Engelse poon|75333|61933,34000000004|39896|33916,83999999999|35237|27830,19999999999|200|186,3|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|28871|358604,9700000004|13909|166857,20000000004|14610|186899,5800000001|352|4848,19|
Kongeraal|3475|5190,069999999999|2331|3418,319999999999|1071|1645,6699999999996|73|126,08000000000001|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|8007|59666,95999999998|3914|32032,08|4052|27343,040000000005|41|291,84|
Zeebaars|107|1390,11|15|161,16000000000003|71|1081,02|21|147,93|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|52380|19605,46|29951|9848,86|17130|7642,6399999999985|5299|2113,9600000000005|
Zandhaai|77|40,44|77|40,44|-|-|-|-|
Andere soorten|10781|64159,14999999999|6553|39313,42999999994|4026|22398,25|202|2447,4700000000003|
|||||||||
Pelagische vis :|||||||||
Totaal|9837|7333,12|8460|6148,04|1240|1105,6|137|79,47999999999999|
Horsmakreel|1353|1294,3000000000002|1009|831,3399999999999|340|459,08|4|3,88|
Haring|7052|2806,08|6022|2089,01|900|646,52|130|70,55|
Makreel|1117|2487,1299999999997|1114|2482,08|-|-|3|5,05|
Sprot|38|114,07000000000001|38|114,07000000000001|-|-|-|-|
Andere soorten|277|631,54|277|631,54|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|290090|1245516,5199999996|144507|635640,75|139074|585077,4799999997|6509|24798,29|
Garnaal|2980|39773,82000000001|2399|31388,620000000003|214|2866,39|367|5518,8099999999995|
Langoestine|8032|72439,67|8032|72439,67|-|-|-|-|
Noordzeekrab|1419|11951,03|815|6558,159999999999|511|4749,409999999999|93|643,46|
Zeekreeft|90|1506,96|52|629,02|38|877,9399999999999|-|-|
Andere schaaldieren|1519|2434,1900000000014|536|888,89|854|1317,6200000000001|129|227,68|
Schelpen|73437|193646,28000000003|40944|111785,01999999999|28105|70201,05|4388|11660,210000000001|
Inktvis|195834|920127,5099999994|89024|410569,1800000001|105843|503454,9099999997|967|6103,420000000001|
Wulk|6779|3637,06|2705|1382,19|3509|1610,16|565|644,71|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202204----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - April 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|932851|6650209,290000001|423341|3192350,330000001|493083|3370781,480000001|16427|87077,48000000001|
|||||||||
Bodemvissen :|||||||||
Totaal|822136|6169430,010000001|360123|2876956,850000001|448376|3228531,740000001|13637|63941,420000000006|
Schelvis|22712|26445,43000000002|6745|7550,8899999999985|15967|18894,54|-|-|
Kabeljauw|2121|8280,880000000003|892|3815,32|1197|4345,240000000003|32|120,32|
Koolvis|14|16,61|-|-|14|16,61|-|-|
Wijting|15976|22151,719999999994|6751|8626,680000000004|8877|13269,899999999998|348|255,14000000000004|
Pollak|1621|7023,570000000001|717|3081,660000000001|904|3941,91|-|-|
Leng|2331|5729,860000000001|487|1113,2399999999998|1844|4616,619999999999|-|-|
Heek|9235|22476,379999999997|2316|5776,16|6919|16700,22|-|-|
Steenbolk|6602|7240,650000000001|3172|3281,79|3291|3780,9599999999996|139|177,9|
Schol|53169|144606,63000000012|27217|72107,58000000002|24188|68507,51000000001|1764|3991,54|
Bot|14983|12588,560000000003|9878|8356,420000000004|1042|825,44|4063|3406,7000000000003|
Schar|7129|4424,279999999998|4061|2467,7400000000002|2008|1230,2199999999998|1060|726,3199999999999|
Tong|248355|4088842,100000001|123555|2011055,4500000014|122650|2045088,4700000004|2150|32698,180000000008|
Tarbot|13383|240661,96999999988|6004|111071,21999999996|7237|127019,95000000001|142|2570,8|
Griet|11778|159650,79000000004|5404|76108,32000000002|6221|81460,6|153|2081,8699999999994|
Tongschar|64605|213741,4199999999|22913|77061,66|41578|135907,36|114|772,4|
Schartong|37384|46729,87999999999|9777|12144,890000000001|27607|34584,98999999999|-|-|
Heilbot|11|188,65|11|188,65|-|-|-|-|
Hondstong|7525|6748,929999999999|2014|1920,68|5511|4828,25|-|-|
Rog|139649|381069,96000000025|52291|160368,75999999995|86923|218886,13000000006|435|1815,0700000000002|
Rode poon|17756|40014,14000000003|10291|24700,18999999999|6794|14272,890000000005|671|1041,0600000000002|
Grauwe poon|725|173,99|345|86,61999999999999|380|87,36999999999999|-|-|
Engelse poon|24581|29079,15|9421|11898,290000000005|15097|17136,189999999995|63|44,67|
Zeewolf|-|-|-|-|-|-|-|-|
Zeeduivel|48742|487104,84999999957|16088|163984,9000000001|32585|322184,0500000001|69|935,9000000000001|
Kongeraal|1124|1227,77|571|511,5599999999999|553|716,21|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|14867|102913,32999999994|5842|47984,42000000002|9003|54837,38|22|91,53|
Zeebaars|3314|42024,92|1754|22830,55000000001|650|6863,65|910|12330,719999999998|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|44373|20177,579999999984|26907|11259,39|16059|8589,150000000001|1407|329,0400000000001|
Zandhaai|335|135,48|312|130,03|-|-|23|5,45|
Andere soorten|7736|47960,52999999998|4387|27473,78999999999|3277|19939,92999999999|72|546,8100000000001|
|||||||||
Pelagische vis :|||||||||
Totaal|5345|9391,119999999999|4163|7277,97|1145|2094,9|37|18,25|
Horsmakreel|792|909,6|533|649,64|245|253,25|14|6,71|
Haring|96|133,11999999999998|68|109,92999999999999|5|11,65|23|11,540000000000001|
Makreel|4079|7367,34|3419|6097,34|660|1270|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|378|981,06|143|421,06|235|560|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|105370|471388,16000000003|59055|308115,50999999995|43562|140154,84|2753|23117,81|
Garnaal|3758|59328,259999999995|2741|42582,04|-|-|1017|16746,22|
Langoestine|9344|96270,66999999997|9020|93072,15999999997|324|3198,51|-|-|
Noordzeekrab|2010|17827,24|836|7494,120000000002|1161|10225,27|13|107,85000000000001|
Zeekreeft|227|5395,530000000001|75|1389,96|152|4005,5699999999997|-|-|
Andere schaaldieren|697|967,5699999999996|347|494,5300000000001|271|396,93|79|76,11|
Schelpen|35406|101536,90999999997|18793|63118,42|15817|36149,31|796|2269,18|
Inktvis|44492|179764,62000000014|20732|92721,29999999997|22962|83331,84999999999|798|3711,47|
Wulk|9436|10297,360000000002|6511|7242,9800000000005|2875|2847,4|50|206,98|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202205----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Mei 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|828756|5478451,090000004|430412|2830974,320000001|385075|2553104,27|13269|94372,5|
|||||||||
Bodemvissen :|||||||||
Totaal|763077|5117321,980000003|388012|2577612,760000001|367362|2498274,94|7703|41434,28|
Schelvis|28078|30547,820000000003|13976|14421,99999999999|14102|16125,820000000003|-|-|
Kabeljauw|20006|64536,03999999999|7466|24206,259999999995|12522|40270,789999999986|18|58,989999999999995|
Koolvis|1225|1781,6100000000001|144|250,3|1081|1531,3100000000002|-|-|
Wijting|9259|14034,729999999998|6267|9137,479999999998|2636|4595,75|356|301,49999999999994|
Pollak|791|4068,180000000001|419|2229,9900000000002|372|1838,19|-|-|
Leng|1497|3542,540000000001|753|1916,2799999999995|744|1626,2600000000002|-|-|
Heek|6477|16198,059999999996|2447|5883,729999999999|4030|10314,329999999998|-|-|
Steenbolk|6011|5272,499999999999|3489|2850,8499999999985|2522|2421,65|-|-|
Schol|97157|273428,6199999999|51263|142821,53999999995|44648|127963,76000000005|1246|2643,3199999999997|
Bot|16398|15082,969999999994|13497|12679,279999999999|1480|1387,1999999999998|1421|1016,4900000000001|
Schar|8818|4663,87|6589|3285,1900000000005|1304|814,1300000000002|925|564,5500000000001|
Tong|190120|3280269,1400000043|97218|1656662,0200000012|91479|1601131,52|1423|22475,600000000002|
Tarbot|19593|276668,8899999998|11109|158087,16|8391|117249,78000000007|93|1331,95|
Griet|10010|114418,86999999994|5111|60671,73000000003|4841|53132,05000000002|58|615,0899999999999|
Tongschar|39556|140724,83000000002|16812|57563,530000000006|22686|82922,05999999998|58|239,23999999999998|
Schartong|49714|53868,830000000016|20397|20158,979999999996|29284|33680,77|33|29,08|
Heilbot|425|5943,88|207|3003,7699999999995|218|2940,1099999999997|-|-|
Hondstong|4302|4573,73|2125|2257,8100000000004|2177|2315,9200000000014|-|-|
Rog|134297|272522,8000000001|73138|151930,71999999994|60997|120333,15|162|258,93|
Rode poon|8299|21477,649999999994|4219|13305,880000000003|4023|8081,079999999996|57|90,69|
Grauwe poon|1322|432,67999999999995|630|222,6|692|210,07999999999998|-|-|
Engelse poon|6448|5695,510000000003|2322|2263,469999999999|4118|3431,2400000000007|8|0,8|
Zeewolf|9312|20372,08|2177|4320,18|7135|16051,9|-|-|
Zeeduivel|39539|354867,6599999999|14218|144399,52000000005|25274|210086,09000000003|47|382,05|
Kongeraal|1240|1474,4700000000003|755|764,6|468|704,3100000000001|17|5,56|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|7452|42989,34999999998|4496|29462,929999999997|2941|13451,699999999997|15|74,72|
Zeebaars|2211|29621,939999999988|1128|16549,92|170|2323,26|913|10748,759999999993|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|35673|12443,420000000004|20950|6975,889999999999|14395|5370,820000000001|328|96,71000000000001|
Zandhaai|1242|305,42999999999995|730|171,06|81|26,73|431|107,63999999999999|
Andere soorten|6605|45493,87999999999|3960|29158,09000000002|2551|15943,180000000004|94|392,61|
|||||||||
Pelagische vis :|||||||||
Totaal|3577|4888,750000000001|2800|4611,39|65|113,14999999999999|712|164,21|
Horsmakreel|1351|407,1499999999999|644|267,86999999999995|10|2,6|697|136,68|
Haring|2|3,84|2|3,84|-|-|-|-|
Makreel|2025|3950,020000000001|1955|3811,94|55|110,55|15|27,53|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|199|527,74|199|527,74|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|62102|356240,3600000001|39600|248750,17000000004|17648|54716,18|4854|52774,01|
Garnaal|9451|110604,93999999999|4294|53422,88|536|5388,98|4621|51793,08|
Langoestine|11703|118325,72000000006|11268|113596,47000000006|435|4729,25|-|-|
Noordzeekrab|3696|23376,290000000005|1867|12673,709999999995|1825|10668,98|4|33,6|
Zeekreeft|249|4136,160000000001|145|2199,68|102|1916,23|2|20,25|
Andere schaaldieren|749|755,1700000000001|445|513,05|297|232,11999999999998|7|10|
Schelpen|16884|50792,500000000015|11467|39120,48999999998|5391|11656,289999999997|26|15,72|
Inktvis|13752|43569,37000000001|6580|24212,910000000003|6978|18455,100000000006|194|901,36|
Wulk|5618|4680,209999999999|3534|3010,98|2084|1669,2300000000002|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202206----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juni 2022|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|675338|5224600,96|328970|2364842,21|334559|2757505,0699999994|11809|102253,68000000002|
|||||||||
Bodemvissen :|||||||||
Totaal|595495|4814206,2299999995|288703|2141214,35|301759|2633188,2899999996|5033|39803,590000000004|
Schelvis|14058|20724,770000000004|6691|9649,75|7367|11075,019999999999|-|-|
Kabeljauw|8361|35430,840000000004|5561|24080,72999999999|2780|11311,620000000004|20|38,49|
Koolvis|272|464,85|186|305,63|86|159,22|-|-|
Wijting|5277|10865,960000000006|2664|5662,639999999999|2554|5146,500000000001|59|56,82000000000001|
Pollak|605|3310,78|182|1017,9299999999998|423|2292,8500000000004|-|-|
Leng|721|1847,3000000000002|368|937,3199999999998|353|909,9799999999998|-|-|
Heek|5267|12802,679999999995|2007|5245,48|3260|7557,200000000003|-|-|
Steenbolk|2882|3088,44|1536|1436,5600000000002|1346|1651,8799999999999|-|-|
Schol|98741|301472,4700000001|63645|195373,90999999997|34886|105674,73|210|423,83|
Bot|14866|14679,869999999995|8149|8435,35|4604|4861,349999999999|2113|1383,17|
Schar|4709|3555,89|2318|1647,7999999999997|1912|1351,0500000000002|479|557,0400000000001|
Tong|179617|3371121,079999999|73774|1387422,9300000006|104346|1955531,1600000001|1497|28166,99|
